6:58:52,0
6:59:6,1
6:59:7,2
6:59:20,1
7:0:2,0
7:0:2,0
7:0:2,0
7:0:2,0
7:0:2,0
7:0:2,0
7:0:2,0
7:0:3,1
7:0:4,2
7:0:5,1
7:0:44,0
7:0:44,1
7:0:44,2
7:0:44,3
7:0:44,4
7:0:44,3
7:0:44,2
7:0:44,1
7:0:44,2
7:0:44,1
7:0:44,2
7:0:44,3
7:0:44,2
7:0:49,1
7:0:50,2
7:0:51,1
7:0:53,0
7:0:54,1
7:0:58,0
7:0:59,0
7:1:53,1
7:1:54,2
7:1:55,3
7:1:57,2
7:1:58,1
7:1:58,2
7:2:0,3
7:2:3,2
7:2:9,3
7:2:11,2
7:2:30,1
7:2:30,0
7:2:31,1
7:2:32,0
7:2:33,0
7:2:34,0
7:2:41,0
7:2:42,0
7:2:43,0
7:2:44,0
7:2:50,1
7:2:50,2
7:2:50,1
7:2:50,2
7:2:50,3
7:2:53,2
7:2:53,1
7:2:53,0
7:2:54,0
7:2:55,0
7:2:56,0
7:2:57,0
7:2:58,1
7:2:59,0
7:3:45,0
7:3:45,0
7:3:45,1
7:3:45,2
7:3:45,3
7:3:45,2
7:3:45,3
7:3:45,4
7:3:45,5
7:3:45,6
7:3:45,5
7:3:47,4
7:3:57,3
7:4:3,2
7:4:3,3
7:4:37,2
7:4:37,3
7:4:37,2
7:4:37,1
7:4:37,0
7:4:37,0
7:4:37,1
7:4:37,0
7:4:37,0
7:4:37,0
7:4:37,0
7:4:37,0
7:4:37,1
7:4:37,2
7:4:37,3
7:4:37,2
7:4:37,1
7:4:37,2
7:4:37,3
7:4:39,4
7:4:48,3
7:4:48,4
7:4:50,3
7:4:52,2
7:4:58,1
7:4:58,2
7:6:10,1
7:6:12,0
7:6:14,1
7:6:15,2
7:6:16,1
7:6:17,2
7:6:19,3
7:6:21,2
7:6:23,3
7:6:25,2
7:6:26,3
7:6:27,2
7:6:29,1
7:6:31,2
7:6:32,1
7:6:34,0
7:6:35,0
7:6:38,1
7:6:39,2
7:6:40,1
7:6:41,2
7:6:42,1
7:6:44,2
7:6:45,3
7:6:46,2
7:6:47,1
7:6:49,2
7:6:49,3
7:6:55,4
7:6:55,5
7:6:55,4
7:6:55,3
7:6:55,4
7:6:56,3
7:6:57,2
7:6:58,3
7:6:59,2
7:7:0,3
7:7:2,4
7:7:8,5
7:7:8,4
7:7:8,3
7:7:8,2
7:7:8,1
7:7:9,0
7:7:10,1
7:7:19,0
7:7:19,0
7:7:19,0
7:7:19,0
7:7:19,1
7:7:19,2
7:7:20,1
7:7:21,0
7:7:27,1
7:7:27,0
7:7:27,1
7:7:32,2
7:7:32,3
7:7:32,2
7:7:32,1
7:7:32,0
7:7:44,1
7:7:44,0
7:7:44,1
7:7:44,0
7:7:44,1
7:7:44,2
7:7:44,1
7:7:44,0
7:7:45,1
7:7:48,0
7:7:48,0
7:8:1,1
7:8:1,0
7:8:1,0
7:8:1,0
7:8:1,0
7:8:1,0
7:8:1,0
7:8:1,0
7:8:1,0
7:8:2,0
7:8:6,1
7:8:8,2
7:8:14,3
7:8:14,4
7:8:14,5
7:8:14,6
7:8:19,7
7:8:19,6
7:8:19,5
7:8:19,4
7:8:19,5
7:8:19,4
7:8:21,5
7:8:44,4
7:8:44,3
7:8:44,2
7:8:44,1
7:8:44,2
7:8:44,3
7:8:44,2
7:8:44,1
7:8:44,2
7:8:44,1
7:8:44,0
7:8:44,0
7:8:44,1
7:8:44,0
7:8:44,0
7:8:44,0
7:8:44,0
7:8:44,0
7:8:44,0
7:8:44,0
7:8:44,1
7:8:45,0
7:8:46,1
7:8:51,0
7:8:51,0
7:8:51,0
7:8:57,1
7:8:57,2
7:8:57,1
7:8:57,0
7:9:43,0
7:9:43,1
7:9:43,0
7:9:43,0
7:9:43,0
7:9:43,0
7:9:43,0
7:9:43,0
7:9:43,1
7:9:43,2
7:9:43,3
7:9:43,4
7:9:43,5
7:9:43,6
7:9:43,5
7:9:43,4
7:9:43,5
7:9:43,4
7:9:43,5
7:9:43,6
7:9:43,5
7:9:43,6
7:9:43,5
7:9:43,4
7:9:43,3
7:9:43,2
7:9:43,1
7:9:43,2
7:9:44,3
7:9:47,2
7:9:52,3
7:9:52,2
7:9:52,1
7:9:52,0
7:9:58,0
7:9:58,0
7:9:58,1
7:9:58,0
7:9:58,0
7:10:49,0
7:10:50,0
7:10:51,0
7:10:52,0
7:10:53,1
7:10:55,2
7:10:56,1
7:10:57,0
7:10:58,1
7:10:59,0
7:11:0,1
7:11:1,2
7:11:2,3
7:11:3,2
7:11:4,1
7:11:5,0
7:11:6,0
7:11:7,1
7:11:8,0
7:11:9,0
7:11:10,0
7:11:11,0
7:11:12,1
7:11:13,0
7:11:14,0
7:11:15,0
7:11:16,1
7:11:17,0
7:11:19,1
7:11:20,2
7:11:20,1
7:11:22,0
7:11:23,0
7:11:24,0
7:11:25,0
7:11:26,0
7:11:31,1
7:11:31,0
7:11:31,1
7:11:41,2
7:11:41,1
7:11:41,0
7:12:21,1
7:14:37,2
7:14:40,3
7:14:50,2
7:15:14,3
7:15:21,2
7:15:21,3
7:15:21,4
7:15:21,5
7:15:21,4
7:15:22,5
7:15:27,4
7:17:29,5
7:17:57,6
7:18:38,7
7:18:38,8
7:18:38,7
7:18:38,8
7:18:42,9
7:19:34,8
7:19:34,7
7:19:34,8
7:19:34,7
7:19:34,6
7:19:37,5
7:20:57,4
7:21:11,5
7:21:27,6
7:21:27,5
7:21:29,4
7:21:31,3
7:21:35,2
7:21:35,1
7:21:38,2
7:21:40,1
7:21:40,0
7:21:41,1
7:21:45,0
7:22:3,0
7:22:29,0
7:22:29,1
7:22:29,2
7:23:41,1
7:23:42,0
7:23:53,0
7:24:22,1
7:24:22,0
7:24:36,0
7:24:36,1
7:24:36,0
7:24:37,0
7:25:6,1
7:29:56,0
7:32:3,0
7:32:3,0
7:32:4,0
7:32:10,1
7:32:16,2
7:32:30,3
7:32:30,4
7:32:30,3
7:32:30,2
7:32:36,1
7:32:42,2
7:32:55,1
7:32:55,0
7:32:55,0
7:32:55,1
7:32:55,0
7:33:7,0
7:33:7,0
7:33:7,0
7:33:7,0
7:33:7,0
7:33:18,0
7:33:18,0
7:33:18,0
7:33:18,0
7:33:18,0
7:33:29,0
7:33:29,0
7:33:54,1
7:33:54,0
7:33:54,0
7:33:54,0
7:33:54,0
7:33:54,0
7:33:54,1
7:34:4,0
7:34:56,0
7:34:56,1
7:35:1,2
7:35:2,1
7:35:3,2
7:35:4,3
