02:18:01,0
02:18:02,0
02:18:03,0
02:18:04,0
02:18:05,0
02:18:06,0
02:18:07,0
02:18:08,0
02:18:09,0
02:18:10,0
02:18:11,0
02:18:12,0
02:18:13,0
02:18:14,0
02:18:15,0
02:18:16,0
02:18:17,0
02:18:18,0
02:18:19,0
02:18:20,0
02:18:21,0
02:18:22,0
02:18:23,0
02:18:24,0
02:18:25,0
02:18:26,0
02:18:27,0
02:18:29,0
02:18:30,0
02:18:31,0
02:18:32,0
02:18:33,0
02:18:34,0
02:18:35,0
02:18:36,0
02:18:37,0
02:18:38,0
02:18:39,0
02:18:40,0
02:18:41,0
02:18:42,0
02:18:43,0
02:18:45,0
02:18:46,0
02:18:47,0
02:18:48,0
02:18:49,0
02:18:50,0
02:18:51,0
02:18:52,0
02:18:53,0
02:18:54,0
02:18:55,0
02:18:56,0
02:18:57,0
02:18:58,0
02:18:59,0
02:19:00,0
02:19:01,0
02:19:02,0
02:19:03,0
02:19:04,0
02:19:05,0
02:19:06,0
02:19:07,0
02:19:08,0
02:19:09,0
02:19:10,0
02:19:11,0
02:19:12,0
02:19:13,0
02:19:14,0
02:19:15,0
02:19:16,0
02:19:17,0
02:19:18,0
02:19:19,0
02:19:20,0
02:19:21,0
02:19:22,0
02:19:23,0
02:19:24,0
02:19:25,0
02:19:26,0
02:19:27,0
02:19:28,0
02:19:29,0
02:19:30,0
02:19:31,0
02:19:32,0
02:19:33,0
02:19:34,0
02:19:35,0
02:19:36,0
02:19:37,0
02:19:38,0
02:19:39,0
02:19:40,0
02:19:41,0
02:19:42,0
02:19:43,0
02:19:44,0
02:19:45,0
02:19:46,0
02:19:47,0
02:19:48,0
02:19:49,0
02:19:50,0
02:19:51,0
02:19:52,0
02:19:53,0
02:19:54,0
02:19:55,0
02:19:56,0
02:19:57,0
02:19:58,0
02:19:59,0
02:20:00,0
02:20:01,0
02:20:02,0
02:20:03,0
02:20:04,0
02:20:05,0
02:20:06,0
02:20:07,0
02:20:09,0
02:20:10,0
02:20:11,0
02:20:12,0
02:20:13,0
02:20:14,0
02:20:15,0
02:20:16,0
02:20:17,0
02:20:18,0
02:20:19,0
02:20:20,0
02:20:21,0
02:20:22,0
02:20:23,0
02:20:24,0
02:20:25,0
02:20:26,0
02:20:27,0
02:20:28,0
02:20:29,0
02:20:30,0
02:20:31,0
02:20:32,0
02:20:33,0
02:20:34,0
02:20:35,0
02:20:36,0
02:20:37,0
02:20:38,0
02:20:39,0
02:20:40,0
02:20:41,0
02:20:42,0
02:20:43,0
02:20:44,0
02:20:45,0
02:20:46,0
02:20:47,0
02:20:48,0
02:20:49,0
02:20:50,0
02:20:51,0
02:20:52,0
02:20:53,0
02:20:54,0
02:20:55,0
02:20:56,0
02:20:57,0
02:20:58,0
02:20:59,0
02:21:00,0
02:21:01,0
02:21:02,0
02:21:03,0
02:21:04,0
02:21:05,0
02:21:06,0
02:21:07,0
02:21:08,0
02:21:09,0
02:21:10,0
02:21:11,0
02:21:12,0
02:21:14,0
02:21:15,0
02:21:16,0
02:21:17,0
02:21:18,0
02:21:19,0
02:21:20,0
02:21:21,0
02:21:22,0
02:21:23,0
02:21:24,0
02:21:25,0
02:21:26,0
02:21:27,0
02:21:28,0
02:21:29,0
02:21:30,0
02:21:31,0
02:21:32,0
02:21:33,0
02:21:34,0
02:21:35,0
02:21:36,0
02:21:37,0
02:21:38,0
02:21:39,0
02:21:40,0
02:21:41,0
02:21:42,0
02:21:43,0
02:21:44,0
02:21:45,0
02:21:46,0
02:21:47,0
02:21:48,0
02:21:49,0
02:21:50,0
02:21:51,0
02:21:52,0
02:21:53,0
02:21:55,0
02:21:56,0
02:21:57,0
02:21:58,0
02:21:59,0
02:22:00,0
02:22:01,0
02:22:02,0
02:22:03,0
02:22:04,0
02:22:05,0
02:22:06,0
02:22:07,0
02:22:08,0
02:22:09,0
02:22:10,0
02:22:11,0
02:22:12,0
02:22:13,0
02:22:14,0
02:22:15,0
02:22:16,0
02:22:17,0
02:22:18,0
02:22:19,0
02:22:20,0
02:22:21,0
02:22:22,0
02:22:23,0
02:22:24,0
02:22:25,0
02:22:26,0
02:22:27,0
02:22:28,0
02:22:29,0
02:22:30,0
02:22:31,0
02:22:32,0
02:22:33,0
02:22:34,0
02:22:35,0
02:22:36,0
02:22:37,0
02:22:38,0
02:22:39,0
02:22:40,0
02:22:41,0
02:22:42,0
02:22:43,0
02:22:44,0
02:22:45,0
02:22:46,0
02:22:47,0
02:22:48,0
02:22:49,0
02:22:50,0
02:22:51,0
02:22:52,0
02:22:53,0
02:22:54,0
02:22:55,0
02:22:56,0
02:22:57,0
02:22:58,0
02:22:59,0
02:23:00,0
02:23:01,0
02:23:02,0
02:23:03,0
02:23:04,0
02:23:05,0
02:23:06,0
02:23:07,0
02:23:08,0
02:23:09,0
02:23:10,0
02:23:11,0
02:23:12,0
02:23:13,0
02:23:14,0
02:23:15,0
02:23:16,0
02:23:17,0
02:23:18,0
02:23:19,0
02:23:20,0
02:23:21,0
02:23:22,0
02:23:23,0
02:23:24,0
02:23:25,0
02:23:26,0
02:23:27,0
02:23:28,0
02:23:29,0
02:23:30,0
02:23:31,0
02:23:32,0
02:23:33,0
02:23:34,0
02:23:35,0
02:23:36,0
02:23:37,0
02:23:38,0
02:23:39,0
02:23:40,0
02:23:41,0
02:23:42,0
02:23:43,0
02:23:44,0
02:23:45,0
02:23:46,0
02:23:47,0
02:23:48,0
02:23:49,0
02:23:50,0
02:23:51,0
02:23:52,0
02:23:53,0
02:23:54,0
02:23:55,0
02:23:56,0
02:23:57,0
02:23:58,0
02:24:00,0
02:24:01,0
02:24:02,0
02:24:03,0
02:24:04,0
02:24:05,0
02:24:06,0
02:24:07,0
02:24:08,0
02:24:09,0
02:24:10,0
02:24:11,0
02:24:12,0
02:24:13,0
02:24:14,0
02:24:15,0
02:24:16,0
02:24:17,0
02:24:18,0
02:24:19,0
02:24:20,0
02:24:21,0
02:24:22,0
02:24:23,0
02:24:24,0
02:24:25,0
02:24:26,0
02:24:27,0
02:24:28,0
02:24:29,0
02:24:30,0
02:24:31,0
02:24:32,0
02:24:33,0
02:24:34,0
02:24:35,0
02:24:36,0
02:24:37,0
02:24:38,0
02:24:39,0
02:24:40,0
02:24:41,0
02:24:43,0
02:24:44,0
02:24:45,0
02:24:46,0
02:24:47,0
02:24:48,0
02:24:49,0
02:24:50,0
02:24:51,0
02:24:52,0
02:24:53,0
02:24:54,0
02:24:55,0
02:24:56,0
02:24:57,0
02:24:58,0
02:24:59,0
02:25:00,0
02:25:01,0
02:25:02,0
02:25:03,0
02:25:04,0
02:25:05,0
02:25:06,0
02:25:07,0
02:25:08,0
02:25:09,0
02:25:10,0
02:25:11,0
02:25:12,0
02:25:13,0
02:25:14,0
02:25:15,0
02:25:16,0
02:25:17,0
02:25:18,0
02:25:19,0
02:25:20,0
02:25:21,0
02:25:22,0
02:25:23,0
02:25:24,0
02:25:25,0
02:25:26,0
02:25:27,0
02:25:28,0
02:25:29,0
